Accession, 129C  Sample  BR1, 129C  Sample  BR1, 129C  Sample  BR1, 131  Sample  BR1, 131  Sample  BR1
NP_001035787.1,2.26372284,0.383948197,3.098028778,0.611963421,0.611963421
NP_001035830.1,5.664360327,5.826665547,5.795570548,5.773440357,5.773440357
NP_001035887.1,5.254567491,2.305626872,5.098028778,2.496422389,2.496422389
NP_001035889.1,4.62880555,4.111373646,4.92849576,4.064696502,4.064696502
NP_001035926.1,2.133937787,3.483319918,2.340001569,3.458598331,3.458598331
NP_001035930.1,7.247385767,7.13792462,6.988940658,7.527709618,7.527709618
NP_001035957.1,4.573921643,6.425408239,4.412410064,6.347549986,6.347549986
NP_001035982.1,4.033032032,0.613815739,4.195053233,0.768553784,0.768553784
NP_001035998.1,4.162412955,4.839499595,4.610090732,4.802836588,4.802836588
NP_001036038.1,1.292635533,0,2.229818651,0,0
NP_001036041.1,8.062001135,8.510171613,7.677754631,8.563588435,8.563588435
NP_001036053.1,3.560908315,3.676060637,3.183276065,3.424995673,3.424995673
NP_001036068.1,3.394840393,3.050188342,3.007426229,3.144950019,3.144950019
NP_001036100.1,4.651862169,3.879875884,3.556319476,3.891936199,3.891936199
NP_001036144.1,6.440688353,6.759974897,6.135181777,6.641382544,6.641382544
NP_001036816.1,3.589151209,0,4.263765983,0,0
NP_001037.1,5.285641286,5.994704623,5.280444724,6.01561325,6.01561325
NP_001040625.1,1.500230952,0.460569478,0,0.754747984,0.754747984
NP_001041659.1,6.394507014,6.873504269,6.285961729,6.786051557,6.786051557
NP_001041675.1,4.069407976,5.292477288,4.313234659,5.205578555,5.205578555
NP_001041706.1,2.401491834,0,2.678803482,0,0
NP_001058.2,8.673852286,8.826618429,8.598498324,8.725606062,8.725606062
NP_001060.1,4.094254085,0.955735309,3.528663132,0.470472431,0.470472431
NP_001061.2,4.06312901,2.650394037,3.768238566,2.480573021,2.480573021
NP_001062.1,5.049218328,4.094942429,5.14432243,3.868089458,3.868089458
NP_001070667.1,6.543197144,6.39405665,6.507567297,6.276378622,6.276378622
NP_001070675.1,5.829329883,4.084135674,5.258163277,4.25765627,4.25765627
NP_001070707.1,5.150024167,6.089297829,5.040441287,6.070698725,6.070698725
NP_001070736.1,3.997033264,4.372839411,3.859869041,4.278792366,4.278792366
NP_001070818.1,-0.241700895,2.122224736,0,1.90480768,1.90480768
NP_001070865.1,6.709081226,6.705876292,6.562015081,6.883991367,6.883991367
NP_001070867.1,1.204098858,3.311672296,0,3.267655548,3.267655548
NP_001070913.1,-0.534897271,2.363308431,0,2.165965613,2.165965613
NP_001070984.1,5.191296897,5.573143798,4.776100684,5.57659554,5.57659554
NP_001070993.1,3.434945229,3.129576689,3.296932847,3.070559422,3.070559422
NP_001071131.1,1.00535358,3.072738919,0,2.964801099,2.964801099
NP_001072989.1,8.533729642,8.806357058,8.410517177,8.780185726,8.780185726
NP_001072992.1,8.754228663,8.395213578,8.548307662,8.428641387,8.428641387
NP_001073027.1,7.173288021,6.846989486,7.06952235,6.806981605,6.806981605
NP_001073271.1,6.731625354,6.446117018,6.892783664,6.478317047,6.478317047
NP_001073594.1,4.521759523,2.226469973,4.91075021,2.266683054,2.266683054
NP_001073884.1,7.030888672,7.455824928,7.11904494,7.484525577,7.484525577
NP_001073886.1,2.758299105,4.825081535,2.966784245,4.57178082,4.57178082
NP_001073888.2,1.892784437,3.613815739,2.059893649,3.540539945,3.540539945
NP_001073890.2,0.122710531,0,0,0,0
NP_001073954.3,0.240168113,3.723150379,1.252538727,3.630603643,3.630603643
NP_001073965.2,0,2.478337835,0,2.643772159,2.643772159
NP_001074002.1,2.755186493,1.379021516,2.318627918,1.156546461,1.156546461
NP_001074260.1,1.917126397,2.287337104,1.610090732,2.739407439,2.739407439
NP_001074419.1,6.85590748,7.207749656,6.909857177,7.234590419,7.234590419
NP_001074473.1,1.551369801,0.871715163,-0.047021555,0.985045604,0.985045604
NP_001074930.1,0.043276063,3.8044061,0,3.582176194,3.582176194
NP_001075.1,6.130638825,6.830354826,6.489748688,6.756221139,6.756221139
NP_001076.2,2.612271816,2.802260828,2.229818651,2.823815558,2.823815558
NP_001076047.1,2.425186263,4.096944087,3.122903447,4.277344604,4.277344604
NP_001077090.1,3.081884517,-1.022372087,3.252538727,-1.107748493,-1.107748493
NP_001077430.1,1.510112464,2.51472934,2.574466822,2.431084838,2.431084838
NP_001078841.1,1.978913713,1.468321754,2.661929663,1.591914958,1.591914958
NP_001078868.1,2.708746066,4.174104134,2.791697538,4.058528733,4.058528733
NP_001078880.1,4.348090137,5.708906047,4.65768019,5.611197456,5.611197456
NP_001078926.1,4.473334059,1.726709795,4.764291381,2.073342936,2.073342936
NP_001078927.1,6.273364493,6.999126373,6.72116277,6.837429287,6.837429287
NP_001087224.1,3.482773755,0.10243437,2.966784245,-0.087710738,-0.087710738
NP_001087240.1,7.0497477,7.740019961,6.951243394,7.551361711,7.551361711
NP_001089.1,8.36088066,8.032191372,8.19175061,7.973823401,7.973823401
NP_001091.1,7.051334648,5.263030134,5.883715783,6.066094598,6.066094598
NP_001091104.1,3.268096856,4.956975626,4.033898441,4.759767866,4.759767866
NP_001091678.1,7.355688145,7.762538637,7.083053934,7.671867562,7.671867562
NP_001091742.1,3.436241452,2.643563082,2.135181777,3.011990753,3.011990753
NP_001091896.1,5.769783433,4.656684004,6.638401128,4.523746587,4.523746587
NP_001091974.1,9.022660812,8.425196656,8.896394917,8.337005789,8.337005789
NP_001091977.1,2.786014483,1.753605022,2.556319476,1.780867046,1.780867046
NP_001091991.1,4.363161163,1.253640175,4.329354324,1.463699203,1.463699203
NP_001092.1,12.24123308,12.1520827,13.10824672,12.12981353,12.12981353
NP_001092006.1,7.040775126,7.479369197,6.908069451,7.388777101,7.388777101
NP_001092046.1,1.093432738,2.270587019,2.206735038,2.355347116,2.355347116
NP_001092099.1,3.710354123,0,2.159429323,0,0
NP_001092272.1,1.026162042,0,1.610090732,0,0
NP_001092281.1,3.296922891,3.741500202,3.903590419,3.675993873,3.675993873
NP_001092287.1,0.778879982,0,0,0,0
NP_001092741.1,1.309709046,2.236491893,1.574466822,2.037301841,2.037301841
NP_001092755.1,8.996580292,8.387491662,9.599883267,9.319058726,9.319058726
NP_001092872.1,3.868504884,3.579152607,2.881895347,3.488936495,3.488936495
NP_001092879.1,6.588859843,7.024653249,6.43741407,7.087008363,7.087008363
NP_001093.1,8.10425233,7.593423717,7.744892673,7.729515538,7.729515538
NP_001093108.1,2.00535358,2.816907604,1.711970346,2.826457857,2.826457857
NP_001093115.1,5.934085224,5.334649887,5.885533924,5.365488927,5.365488927
NP_001093139.1,4.343607037,3.803487089,4.711970346,3.874168013,3.874168013
NP_001093250.1,-0.161082436,1.283826895,0,1.164922072,1.164922072
NP_001093254.2,1.405468029,0,1.896394917,0,0
NP_001093326.2,5.084573605,3.149482943,5.053438627,3.780526426,3.780526426
NP_001093328.1,0,1.078321915,0,0.929596865,0.929596865
NP_001093589.1,-0.789826628,0,0,0,0
NP_001093634.1,4.188030489,1.962338044,3.946025685,2.032732732,2.032732732
NP_001093640.1,0.109771475,-1.309948676,0,-0.190804231,-0.190804231
NP_001093859.1,2.165542447,3.289089011,1.678803482,3.335542851,3.335542851
NP_001093897.1,6.219331573,0,4.946025685,0,0
NP_001094096.1,6.978413308,6.872810797,6.778059536,6.841802766,6.841802766
NP_001094284.1,2.063548459,0,2.340001569,0,0
NP_001095124.1,4.146662853,4.970139743,4.432447817,4.714839052,4.714839052
NP_001095838.1,4.905474783,5.175643893,5.381821744,5.113111785,5.113111785
NP_001095871.1,4.607964832,4.902368886,4.64485615,4.945180506,4.945180506
NP_001096137.1,7.357613478,8.245796442,7.100379083,8.396118935,8.396118935
NP_001096654.1,3.768626243,5.326782555,3.946025685,5.286489324,5.286489324
NP_001098016.1,4.354960127,3.238306604,4.844995765,3.191299379,3.191299379
NP_001098057.1,2.781941947,1.028853238,2.744391824,0.738004721,0.738004721
NP_001098101.1,3.325184226,4.805477541,3.837501228,4.776945055,4.776945055
NP_001098707.1,8.30452833,8.400781804,8.348594967,8.317151874,8.317151874
NP_001099008.1,7.415155423,8.281876138,7.563151509,8.128817717,8.128817717
NP_001099009.1,2.306877455,3.927331593,1.711970346,4.186422369,4.186422369
NP_001099026.1,3.48214636,0,3.39209008,0,0
NP_001099040.1,0,2.565484489,0,2.476373033,2.476373033
NP_001099043.1,2.701218009,4.166261444,2.296932847,3.556145452,3.556145452
NP_001101.1,6.774146685,6.844794989,6.795570548,6.750493397,6.750493397
NP_001104026.1,3.488408066,4.585225617,2.340001569,4.43779657,4.43779657
NP_001104262.1,5.659928932,6.010188199,5.565421682,6.015902657,6.015902657
NP_001104792.1,5.200479976,5.320479068,4.695482223,5.223732245,5.223732245
NP_001106878.1,4.13153929,4.571975004,4.724213942,4.316403112,4.316403112
NP_001106963.1,8.559793777,8.4978324,8.393687926,8.483558071,8.483558071
NP_001107228.1,4.940151065,3.866151123,4.77217498,3.693106166,3.693106166
NP_001107563.1,6.021851627,5.360291001,5.971927548,5.341212511,5.341212511
NP_001107594.1,3.218484286,1.226469974,3.206735038,0.738004721,0.738004721
NP_001108072.1,3.644030536,5.095192788,3.64485615,5.344211878,5.344211878
NP_001108225.1,3.323083724,0,2.939039254,0,0
NP_001111.3,4.682224195,3.309516123,4.807127579,3.134859344,3.134859344
NP_001113.2,6.558380792,6.098006339,6.132121977,6.14104162,6.14104162
NP_001116080.1,4.283302314,5.32112136,4.907174756,5.386009005,5.386009005
NP_001116105.1,3.768111638,4.116316079,4.129055674,4.144950018,4.144950018
NP_001116295.1,5.602779421,5.801493886,5.572210848,5.629374731,5.629374731
NP_001116436.2,4.579211628,2.215456981,5.307821163,2.226235621,2.226235621
NP_001116698.1,3.92314825,4.904656156,4.229818651,4.82497216,4.82497216
NP_001116827.1,4.941520929,4.880311765,4.744391824,4.937562498,4.937562498
NP_001116847.1,9.55721776,10.06702654,11.03880835,9.696596929,9.696596929
NP_001116849.1,8.707253661,8.235966902,8.304087566,8.250326312,8.250326312
NP_001117.2,5.890185624,4.60470026,5.97705258,4.581394245,4.581394245
NP_001118.3,2.598443962,1.894910116,2.610090732,1.894771501,1.894771501
NP_001119526.1,4.476802456,5.370565985,4.92849576,5.212665493,5.212665493
NP_001119532.2,1.154559397,1.877548955,0,2.527608138,2.527608138
NP_001119593.1,4.814703242,1.444938827,4.77217498,1.473847158,1.473847158
NP_001119603.1,4.257503529,3.435873919,4.732318991,3.3981602,3.3981602
NP_001119653.1,0.720497072,0.692700903,0,1.488936494,1.488936494
NP_001119811.1,2.289770199,2.219137327,1.776100684,2.558134005,2.558134005
NP_001120650.1,0,2.046568026,0,1.889727107,1.889727107
NP_001120654.1,4.167885118,5.373458815,4.206735037,4.927137026,4.927137026
NP_001120665.1,2.421264118,2.036173925,2.556319476,1.810530979,1.810530979
NP_001120679.1,3.135534571,4.431121694,2.183276065,4.252753308,4.252753308
NP_001120683.1,5.096920236,5.303353291,4.724213942,5.232101511,5.232101511
NP_001120695.1,2.925457672,3.725739917,2.791697538,3.634378357,3.634378357
NP_001120729.1,1.709818304,1.674050846,1.924964069,1.581003112,1.581003112
NP_001120793.1,6.33564111,6.484562756,5.720144277,6.396160622,6.396160622
NP_001120871.1,-0.137749931,2.399439279,0,2.252016425,2.252016425
NP_001120932.1,1.883311684,1.082368747,1.252538727,1.304132815,1.304132815
NP_001120963.2,8.888721732,7.438540182,8.892331621,7.307210187,7.307210187
NP_001121054.1,2.541767802,1.455898039,2.91075021,1.690932887,1.690932887
NP_001121077.1,0,1.168642521,0,1.493931404,1.493931404
NP_001121093.1,4.785506044,6.336557093,4.787814104,6.22648572,6.22648572
NP_001121100.1,5.780284189,5.179427083,6.083845971,4.931132137,4.931132137
NP_001121123.1,4.725806961,0,5.318627918,0,0
NP_001121620.1,6.958760886,6.670274924,6.913425998,6.607457542,6.607457542
NP_001121631.1,4.857420151,3.808076304,4.87092423,3.8947715,3.8947715
NP_001121633.1,2.400163997,1.278545516,1.776100684,1.078893905,1.078893905
NP_001121680.1,1.16710465,1.76749541,1.296932847,2.115004198,2.115004198
NP_001121691.1,0.858387429,0.285583067,1.206735038,0.183591284,0.183591284
NP_001121699.1,4.470490064,3.900651052,4.490943467,3.851321245,3.851321245
NP_001122307.2,2.636156158,0.904084678,2.744391824,1.28120208,1.28120208
NP_001122388.1,6.099990455,6.942299331,6.116724872,6.81003042,6.81003042
NP_001122390.2,2.650745964,5.195279099,3.695482224,5.125100076,5.125100076
NP_001123237.1,4.469540818,5.147673619,4.682991279,4.879426061,4.879426061
NP_001123484.1,3.341879051,2.158136255,3.939039254,2.346169636,2.346169636
NP_001123514.1,5.871143011,5.975249528,5.569951341,5.807608599,5.807608599
NP_001123543.1,3.447212569,2.725416478,2.678803482,2.842210826,2.842210826
NP_001123577.1,5.943231432,6.743817528,5.880072612,6.541897113,6.541897113
NP_001123579.1,6.73314221,7.236350023,6.999892557,7.255237515,7.255237515
NP_001123917.1,3.83793714,4.340258347,3.229818651,4.408557649,4.408557649
NP_001123996.1,5.976577004,4.687230805,6.083845971,4.85504642,4.85504642
NP_001124151.1,5.362820382,5.363204487,5.226953317,5.561508267,5.561508267
NP_001124163.1,5.575540086,4.475840326,5.162431811,4.208873249,4.208873249
NP_001124171.1,3.289052975,0,3.687166955,0,0
NP_001124173.1,0.699059902,0,0,0,0
NP_001124188.1,1.524808974,0,0,0,0
NP_001124336.1,4.301197546,5.947231151,4.177351231,5.736161582,5.736161582
NP_001124384.1,6.879564654,6.75942211,6.664049715,6.642882373,6.642882373
NP_001124396.2,2.879505099,1.395378778,2.64485615,1.322967222,1.322967222
NP_001124430.1,4.585650935,4.783274678,4.313234659,5.023982579,5.023982579
NP_001124437.1,4.542369802,5.649456697,4.64485615,5.329850823,5.329850823
NP_001127666.1,4.340495171,3.671366761,4.235532302,3.525170466,3.525170466
NP_001127703.1,4.514107574,4.967954049,3.852451569,5.265953253,5.265953253
NP_001127839.2,1.472702544,3.432707509,2.318627918,3.407455092,3.407455092
NP_001128136.1,0.558529592,2.754239313,1.952978446,2.231229378,2.231229378
NP_001128247.1,5.343434332,5.778293959,5.269347015,5.757086999,5.757086999
NP_001128251.1,4.26153085,3.771260602,4.703749839,3.587248555,3.587248555
NP_001128342.1,1.774787227,1.053799595,2.27490654,1.131123864,1.131123864
NP_001128476.2,0,1.007729947,0,0.999166713,0.999166713
NP_001128640.1,6.737157469,6.558283792,6.617767577,6.427118925,6.427118925
NP_001128680.1,3.704986948,4.328806643,3.768238566,4.509840984,4.509840984
NP_001129101.1,4.040721867,2.91490423,4.14735649,3.045263127,3.045263127
NP_001129125.1,7.43494523,7.439477141,7.074312709,7.431762841,7.431762841
NP_001129145.1,4.28869423,5.145620304,4.490943467,5.132192131,5.132192131
NP_001129514.2,3.836465252,3.903227038,3.229818651,3.972575226,3.972575226
NP_001129522.1,-0.607828793,4.001064985,0,4.040434731,4.040434731
NP_001129665.1,2.718367633,3.898644321,1.422463729,3.711448044,3.711448044
NP_001129667.1,3.68822067,4.924516579,3.728272158,4.738881579,4.738881579
NP_001129675.1,6.732285053,6.83076834,6.41367061,6.883000137,6.883000137
NP_001129676.1,8.437435376,8.055843039,8.338343108,8.041803233,8.041803233
NP_001129965.1,0.16710465,0.58843042,0,1.109590702,1.109590702
NP_001129970.1,3.961464251,3.653457447,3.752384614,3.404805514,3.404805514
NP_001131025.1,7.28068898,6.604612331,7.231963922,6.770441792,6.770441792
NP_001131026.1,6.158295168,5.70538438,6.033898441,5.77138487,5.77138487
NP_001131077.1,2.619136357,1.952422575,0.159429323,1.89098986,1.89098986
NP_001131140.1,3.163195964,3.515851914,3.381821745,3.558928659,3.558928659
NP_001132929.1,8.543648221,8.336662975,8.354186178,8.317812223,8.317812223
NP_001132982.1,6.220178363,6.408181227,6.048578336,6.256309615,6.256309615
NP_001135442.1,0,5.814628825,0,5.686303769,5.686303769
NP_001135452.1,7.160992666,7.580024941,6.966784245,7.536889366,7.536889366
NP_001135757.1,6.15800059,5.17173206,6.186229382,5.331363143,5.331363143
NP_001135764.1,4.120293281,4.703250822,4.263765983,4.540338774,4.540338774
NP_001135790.1,2.337723422,1.965628114,3.653418164,1.88339671,1.88339671
NP_001135825.1,2.838917565,1.59127317,2.296932847,1.764425899,1.764425899
NP_001135858.1,5.604221683,6.296456537,5.461992093,6.010248718,6.010248718
NP_001135900.1,4.960113201,5.504021091,4.935533311,5.390926399,5.390926399
NP_001135920.1,2.423880066,1.812041849,1.422463729,1.705359958,1.705359958
NP_001135971.1,4.459057686,4.758829602,4.447295582,4.806019682,4.806019682
NP_001135991.1,3.097534803,2.684737525,2.852451569,2.52841978,2.52841978
NP_001136018.1,6.067422592,6.175111086,5.92849576,6.045334012,6.045334012
NP_001136022.1,4.042425167,1.337298104,4.63624302,1.45347936,1.45347936
NP_001136028.1,4.17255908,4.176945484,3.728272158,4.06329705,4.06329705
NP_001136087.1,5.025300989,5.842261592,4.519325268,5.817852631,5.817852631
NP_001136270.1,2.416017948,1.47910543,2.461992093,1.517015017,1.517015017
NP_001136336.2,3.419299039,4.163398952,4.329354324,4.194115393,4.194115393
NP_001137325.1,5.783470495,5.478049881,5.241223414,6.005957252,6.005957252
NP_001137359.1,6.939579904,5.797499201,6.395921941,5.625776514,5.625776514
NP_001137407.1,3.468274185,3.923107008,3.768238566,3.843841911,3.843841911
NP_001137463.1,0.539357284,0.850515997,0,0.996822772,0.996822772
NP_001137467.1,1.269551919,0,2.007426229,0,0
NP_001137498.1,2.039869462,0,1.980459182,0,0
NP_001137534.1,7.404268041,6.740540218,7.471101964,6.720399092,6.720399092
NP_001137544.1,1.083539934,2.108400037,0.05989365,1.947913171,1.947913171
NP_001138244.1,3.617423281,1.878712889,4.361063184,1.628712576,1.628712576
NP_001138303.1,8.967402286,8.983337004,8.712482576,8.939604259,8.939604259
NP_001138350.1,6.057980837,5.243624154,5.63624302,5.223732245,5.223732245
NP_001138356.1,2.001856136,3.299990491,2.695482223,3.222729677,3.222729677
NP_001138399.1,1.858387429,3.244188699,2.556319476,2.958792364,2.958792364
NP_001138415.1,3.979358371,4.688392863,4.252538727,4.56724621,4.56724621
NP_001138587.1,1.962814035,1.24283342,1.381821745,1.404805514,1.404805514
NP_001138632.1,5.448015986,5.213959154,4.707865948,5.710464946,5.710464946
NP_001138637.1,2.875688443,0,2.481357418,0,0
NP_001138769.1,5.142896799,5.210958827,5.132121977,5.181528817,5.181528817
NP_001138784.1,-0.618555201,-2.207586959,0,-0.892580396,-0.892580396
NP_001138787.1,3.556146941,3.988989907,2.695482223,4.118242572,4.118242572
NP_001138881.1,8.504156918,8.667257579,8.217240585,8.620802374,8.620802374
NP_001138890.1,2.174890395,3.379432716,1.110519722,3.322967221,3.322967221
NP_001138898.1,2.216222417,3.899217957,2.135181777,3.854561073,3.854561073
NP_001138984.1,1.596126379,5.171138432,2.537940946,4.978823889,4.978823889
NP_001138986.1,0.811210636,0,0,0,0
NP_001139110.2,3.820670965,3.408735286,3.966784245,3.318750867,3.318750867
NP_001139197.1,6.546426751,5.987979074,6.599052461,6.151221037,6.151221037
NP_001139247.1,7.253051259,6.752653062,7.189912548,6.6463915,6.6463915
NP_001139280.1,4.754667071,1.951316638,5.135181777,1.531661793,1.531661793
NP_001139281.1,7.558715572,7.827268523,7.355826536,7.797733191,7.797733191
NP_001139287.1,0.246092946,1.816907604,0.159429323,1.929596865,1.929596865
